transaction_id,transaction_amount,transaction_hour,merchant_category,distance_from_home,previous_transactions,avg_transaction_amount,device_trust_score,international_transaction,failed_attempts,account_age_days,transactions_last_24h,fraud
115674,7.0,11,Grocery,9.19,76,39.2,0.9,0,0,2380,4,0
115675,20.8,16,Restaurant,9.99,45,45.4,0.6,0,1,2158,2,0
115676,24.88,18,Grocery,19.33,11,42.04,0.83,0,0,135,2,0
115677,29.39,0,Fuel,5.33,65,24.3,0.84,0,0,1147,2,0
115678,17.06,10,Fuel,88.76,35,203.62,0.83,0,0,2343,4,0
115679,20.9,9,Grocery,7.19,32,10.0,0.76,1,0,1437,5,0
115680,40.05,15,Online,2.36,50,26.18,0.48,0,0,215,2,0
115681,20.22,4,Restaurant,7.01,33,11.51,0.88,1,0,2222,1,0
115682,65.97,16,Online,34.88,69,34.72,0.95,0,1,1013,2,0
115683,74.7,8,Online,6.78,33,38.71,0.75,0,0,342,2,0
115684,344.59,22,Grocery,17.01,66,43.67,0.59,1,0,2700,2,1
115685,111.4,7,Electronics,49.29,33,43.27,0.92,1,0,2167,5,0
115686,50.34,9,Grocery,5.42,24,43.09,0.72,0,1,1170,4,0
115687,23.14,7,Fuel,2.53,13,4.04,0.7,0,0,402,1,0
115688,52.69,2,Restaurant,1.83,97,45.81,0.42,0,0,66,2,0
115689,54.27,22,Fuel,10.45,7,70.73,0.89,0,0,2653,5,0
115690,25.48,22,Travel,1.98,35,18.05,0.73,0,1,2128,2,0
115691,81.89,22,Restaurant,10.89,19,11.88,0.75,0,0,2574,5,0
115692,11.49,11,Online,35.74,98,85.94,0.75,0,0,1608,4,0
115693,32.46,23,Online,27.05,34,237.07,0.67,0,0,1797,3,0
115694,66.7,3,Electronics,15.69,26,18.34,0.66,0,0,825,4,1
115695,31.22,21,Electronics,34.2,70,33.74,0.58,0,2,2843,5,0
115696,33.58,17,Grocery,1.9,53,52.45,0.67,0,0,930,3,0
115697,35.73,22,Online,16.92,54,51.52,0.8,0,0,780,3,0
115698,19.07,8,Online,2.21,90,39.12,0.59,0,0,529,2,0
115699,116.34,20,Grocery,11.84,99,41.91,0.62,0,2,715,3,0
115700,16.18,3,Electronics,11.21,23,104.58,0.78,0,1,439,4,0
115701,53.86,1,Travel,5.55,63,18.26,0.88,0,1,611,2,0
115702,58.69,6,Restaurant,31.88,91,28.48,0.69,0,0,2816,5,0
115703,17.22,17,Restaurant,4.66,10,50.51,0.76,0,1,2348,3,0
115704,43.2,1,Fuel,14.45,36,50.42,0.94,0,0,1782,4,0
115705,17.84,1,Online,11.85,94,33.37,0.54,0,0,1755,2,0
115706,141.45,9,Grocery,10.17,98,45.22,0.48,0,2,1927,2,0
115707,14.51,2,Electronics,0.61,33,70.32,0.75,0,0,544,3,0
115708,22.45,18,Electronics,21.48,73,42.97,0.63,0,0,2145,4,0
115709,13.44,1,Electronics,0.23,59,14.62,0.49,0,0,1133,1,0
115710,11.92,2,Online,30.92,65,26.24,0.65,0,0,2827,6,0
115711,169.37,8,Travel,5.58,33,28.38,0.62,0,0,1890,4,0
115712,65.92,10,Restaurant,2.3,71,70.88,0.91,0,0,402,4,0
115713,45.89,10,Restaurant,9.71,73,37.19,0.55,0,0,2553,1,0
115714,22.4,2,Electronics,14.75,61,98.6,0.69,0,0,1658,4,0
115715,91.55,4,Electronics,6.69,16,21.81,0.73,0,0,1321,2,0
115716,19.26,11,Online,2.34,94,31.82,0.88,0,3,880,4,0
115717,82.62,14,Fuel,0.33,82,20.58,0.63,0,1,2018,3,0
115718,18.44,22,Grocery,21.9,64,67.75,0.43,0,0,226,5,0
115719,22.65,16,Restaurant,39.16,60,11.62,0.67,0,0,1058,4,0
115720,80.03,15,Restaurant,1.91,88,15.5,0.64,0,0,1878,3,0
115721,88.01,16,Online,4.72,14,67.56,0.48,0,0,1843,4,0
115722,69.25,14,Online,0.37,46,63.39,0.68,0,0,922,5,0
115723,15.73,12,Fuel,38.94,93,47.56,0.47,0,0,791,4,0
115724,27.06,1,Grocery,10.59,37,63.19,0.56,0,0,1585,2,0
115725,46.58,16,Travel,46.67,83,29.06,0.82,0,0,2443,4,0
115726,18.83,0,Online,11.36,6,40.69,0.76,0,0,1456,3,0
115727,138.92,9,Fuel,35.67,69,46.01,0.55,0,1,529,1,0
115728,4.66,3,Electronics,54.57,11,33.0,0.84,0,1,1113,3,0
115729,20.07,9,Restaurant,7.35,71,57.16,0.58,0,0,2554,2,0
115730,25.57,11,Grocery,18.43,10,18.05,0.77,0,0,472,3,0
115731,3.13,2,Fuel,19.76,18,24.76,0.83,0,2,2581,4,0
115732,11.51,0,Online,0.39,97,9.57,0.77,0,1,2204,2,0
115733,71.01,18,Electronics,10.38,79,82.76,0.53,0,1,1352,1,0
115734,41.56,0,Restaurant,34.8,75,37.19,0.75,0,1,3000,3,0
115735,166.64,18,Restaurant,52.63,82,14.91,0.74,1,0,538,4,0
115736,162.5,3,Electronics,41.31,93,14.21,0.35,0,0,2579,1,0
115737,59.72,12,Fuel,64.95,3,59.69,0.62,0,0,2334,2,0
115738,53.62,13,Grocery,19.05,30,32.65,0.61,0,0,330,5,0
115739,42.92,13,Restaurant,4.77,51,31.37,0.72,0,0,2249,5,0
115740,3.71,23,Restaurant,15.42,13,57.88,0.75,0,1,542,3,0
115741,11.53,2,Online,9.84,90,18.98,0.76,0,1,588,2,0
115742,44.28,18,Grocery,5.39,19,78.19,0.74,0,0,2612,2,0
115743,70.42,10,Restaurant,26.67,11,26.94,0.75,1,0,282,3,0
115744,52.49,8,Grocery,17.86,69,10.24,0.9,0,0,357,2,0
115745,18.12,5,Online,28.1,25,34.74,0.71,0,0,1122,2,0
115746,94.03,3,Electronics,5.65,93,72.55,0.83,0,1,1391,2,0
115747,153.58,4,Online,42.16,22,14.97,0.91,0,0,1906,3,0
115748,94.08,8,Restaurant,4.91,45,31.06,0.86,0,0,833,3,0
115749,98.56,0,Grocery,16.58,89,20.29,0.78,0,1,772,4,0
115750,24.45,22,Grocery,1.05,32,78.51,0.77,0,1,1799,4,0
115751,106.52,14,Electronics,14.02,35,35.7,0.86,1,0,774,2,0
115752,46.12,10,Fuel,1.87,57,30.94,0.64,0,0,2212,1,0
115753,64.1,22,Restaurant,7.27,52,23.07,0.88,0,1,2187,3,0
115754,56.2,0,Fuel,35.48,55,94.86,0.73,0,0,589,5,0
115755,36.26,16,Grocery,40.32,64,10.24,0.75,0,1,2192,2,0
115756,18.65,14,Grocery,26.24,81,25.88,0.84,0,0,2168,4,0
115757,37.57,13,Fuel,8.25,90,49.42,0.7,0,1,788,4,0
115758,98.31,8,Online,15.56,3,40.48,0.71,0,1,1342,5,0
115759,27.19,22,Online,4.56,36,11.17,0.56,0,2,1417,2,0
115760,90.38,3,Fuel,20.42,60,51.24,0.89,0,1,2555,3,0
115761,78.52,8,Fuel,7.68,97,17.6,0.73,0,1,637,2,0
115762,30.91,4,Grocery,4.5,31,57.84,0.87,0,0,2151,2,0
115763,141.16,2,Grocery,15.83,7,55.42,0.79,0,0,2500,5,0
115764,29.37,17,Grocery,2.13,84,13.81,0.73,0,1,2785,4,0
115765,157.37,8,Online,20.89,83,28.89,0.92,0,1,2927,3,0
115766,59.78,3,Electronics,3.73,45,19.46,0.88,1,0,2062,4,0
115767,39.87,6,Restaurant,14.51,40,23.79,0.7,0,0,507,2,0
115768,18.19,0,Fuel,8.97,69,30.04,0.71,0,1,334,1,0
115769,37.36,15,Online,15.03,32,11.33,0.74,0,0,1429,5,0
115770,33.67,5,Grocery,5.08,46,14.24,0.75,0,0,151,5,0
115771,13.03,5,Travel,6.69,17,36.93,0.53,0,2,626,7,0
115772,33.25,13,Grocery,2.72,55,17.11,0.91,0,0,2514,4,0
115773,19.62,21,Restaurant,27.01,8,62.59,0.71,0,0,1195,2,0
115774,68.54,4,Grocery,1.31,99,24.96,0.77,0,0,58,2,0
115775,131.06,10,Grocery,8.5,6,22.55,0.79,0,0,350,6,0
115776,13.41,0,Online,10.73,63,42.01,0.82,0,2,1998,6,0
115777,188.87,19,Fuel,3.91,44,26.39,0.57,0,0,2891,2,0
115778,36.03,9,Fuel,8.75,68,27.95,0.7,0,1,2272,4,0
115779,16.82,0,Electronics,9.75,34,76.38,0.51,0,0,2252,3,0
115780,80.0,20,Online,4.57,1,11.51,0.67,0,0,392,3,0
115781,27.06,3,Online,18.35,92,31.41,0.46,0,2,2918,1,0
115782,37.58,7,Online,0.56,91,45.75,0.76,0,0,1836,3,0
115783,28.11,0,Fuel,3.96,85,26.67,0.87,0,2,1731,3,1
115784,19.39,7,Fuel,17.61,89,15.75,0.9,0,0,2786,2,0
115785,77.6,13,Grocery,17.78,88,28.91,0.83,0,0,1522,3,0
115786,31.26,23,Online,5.55,28,32.14,0.63,0,1,1233,1,0
115787,11.1,16,Online,20.68,66,29.65,0.89,0,3,1037,1,0
115788,66.42,8,Electronics,11.42,71,25.04,0.9,0,1,2958,3,0
115789,13.67,5,Travel,13.49,75,15.84,0.81,0,0,751,6,0
115790,14.33,0,Grocery,7.28,94,17.42,0.92,1,2,2819,2,0
115791,118.31,22,Fuel,74.74,83,13.2,0.65,0,0,1719,3,0
115792,13.78,22,Fuel,24.07,6,35.54,0.63,0,0,446,5,0
115793,5.03,8,Restaurant,5.14,60,21.65,0.55,0,0,1261,5,0
115794,70.85,0,Restaurant,4.86,41,33.31,0.49,0,0,1752,1,0
115795,30.77,13,Electronics,26.78,80,98.31,0.88,0,0,1465,3,0
115796,33.25,23,Online,8.84,83,32.81,0.93,0,0,68,4,0
115797,30.48,10,Grocery,1.73,26,83.91,0.84,0,0,2055,2,0
115798,49.82,7,Restaurant,0.65,15,17.41,0.88,0,1,319,2,0
115799,20.54,22,Fuel,9.62,34,54.64,0.56,0,0,981,4,0
115800,152.7,11,Restaurant,9.64,14,22.52,0.89,0,0,1564,1,0
115801,10.71,5,Restaurant,22.09,69,14.08,0.93,0,2,480,3,0
115802,60.36,16,Grocery,15.39,84,18.4,0.75,0,0,1028,2,0
115803,72.09,10,Electronics,26.46,12,26.27,0.55,1,0,1629,3,0
115804,20.42,9,Online,6.88,37,71.3,0.49,0,0,343,4,0
115805,16.1,7,Grocery,17.62,71,59.43,0.55,0,0,1130,2,0
115806,101.03,11,Electronics,39.04,98,41.74,0.58,0,2,1557,3,0
115807,16.58,20,Electronics,1.29,32,41.61,0.85,0,0,273,2,0
115808,23.43,3,Restaurant,22.19,9,16.61,0.92,0,0,2723,3,0
115809,89.89,20,Travel,22.65,37,42.61,0.78,0,0,396,4,0
115810,41.73,20,Travel,28.44,9,15.21,0.37,0,0,2861,3,0
115811,8.03,12,Restaurant,5.64,19,66.86,0.26,0,0,551,4,0
115812,194.87,2,Grocery,9.7,76,32.54,0.78,0,0,2018,2,0
115813,25.1,19,Grocery,4.93,64,37.83,0.8,0,0,1470,4,0
115814,28.15,3,Online,6.64,8,40.33,0.86,0,0,2868,5,0
115815,50.92,7,Travel,62.24,12,13.13,0.61,0,0,1074,4,0
115816,70.99,4,Electronics,10.62,37,57.3,0.79,0,0,2410,2,0
115817,236.27,21,Travel,33.98,16,15.04,0.65,0,0,664,4,0
115818,9.08,1,Grocery,28.51,3,32.21,0.48,0,0,529,3,0
115819,85.06,7,Electronics,10.58,8,33.6,0.82,0,1,2122,3,0
115820,78.94,23,Restaurant,87.32,11,29.76,0.45,0,1,1153,3,0
115821,35.75,4,Electronics,33.07,82,18.51,0.88,0,0,1775,3,0
115822,82.15,15,Restaurant,11.86,74,17.69,0.86,0,0,2851,3,0
115823,93.77,20,Grocery,6.67,97,19.52,0.77,0,0,350,3,0
115824,11.66,14,Grocery,1.41,15,20.08,0.66,1,0,356,1,0
115825,195.35,18,Travel,11.25,23,20.41,0.85,0,1,1378,4,0
115826,9.95,12,Travel,8.03,12,29.97,0.64,1,0,738,1,0
115827,14.56,10,Fuel,22.37,92,21.4,0.55,0,0,387,4,0
115828,31.96,15,Grocery,0.36,3,31.97,0.63,0,2,1057,5,0
115829,228.71,17,Fuel,32.05,61,44.07,0.54,0,1,2191,5,0
115830,30.65,14,Fuel,9.7,65,25.71,0.87,0,1,2041,5,0
115831,39.3,5,Restaurant,11.42,35,12.0,0.58,0,0,2329,3,0
115832,146.77,7,Online,3.63,1,47.51,0.81,0,0,1560,3,0
115833,30.87,3,Fuel,49.9,100,25.73,0.82,0,0,1505,4,0
115834,14.0,20,Electronics,9.15,94,85.46,0.73,0,0,1761,1,0
115835,27.78,15,Electronics,33.3,94,17.88,0.83,0,0,1472,4,0
115836,138.89,20,Grocery,4.88,74,37.16,0.62,0,0,2888,4,0
115837,43.11,10,Restaurant,1.83,14,39.74,0.78,0,0,1850,1,0
115838,229.89,19,Grocery,18.18,88,35.89,0.68,0,0,1348,3,0
115839,78.58,1,Fuel,74.91,84,35.58,0.54,0,0,283,3,0
115840,22.64,21,Travel,18.74,84,41.32,0.84,0,0,2255,6,0
115841,42.35,3,Fuel,16.89,33,26.93,0.71,0,0,728,3,0
115842,18.77,13,Grocery,10.51,76,40.35,0.9,1,0,1631,4,0
115843,22.16,10,Online,6.01,51,55.08,0.89,0,1,2501,2,0
115844,2278.28,3,Restaurant,10.14,69,31.1,0.7,0,0,592,3,0
115845,101.17,2,Travel,2.9,87,35.11,0.88,0,0,530,3,0
115846,87.79,23,Fuel,5.47,16,53.54,0.41,0,0,2871,1,0
115847,23.08,21,Travel,12.03,41,21.16,0.59,0,0,924,4,0
115848,166.11,4,Grocery,2.82,91,105.92,0.88,0,0,2169,4,0
115849,108.8,5,Fuel,28.22,73,13.71,0.96,0,0,2837,3,0
115850,219.96,8,Travel,0.21,14,38.66,0.76,0,0,846,1,0
115851,210.57,3,Grocery,6.98,29,50.53,0.75,0,0,2465,2,0
115852,10.68,6,Travel,13.09,14,19.12,0.92,0,1,1722,2,0
115853,14.9,12,Restaurant,47.6,95,50.77,0.78,0,0,2512,2,0
115854,16.39,9,Restaurant,15.34,7,74.9,0.63,0,2,338,3,0
115855,17.3,11,Restaurant,6.29,44,77.3,0.42,0,0,1457,1,0
115856,54.11,9,Online,7.81,9,17.55,0.81,0,0,37,4,0
115857,24.29,10,Grocery,7.46,61,113.65,0.75,1,0,898,4,0
115858,261.21,10,Electronics,3.58,78,36.97,0.95,1,0,525,3,0
115859,224.58,21,Online,2.82,60,32.21,0.61,1,0,2872,3,0
115860,40.21,5,Restaurant,11.79,83,12.49,0.82,0,0,1012,5,0
115861,235.05,5,Grocery,5.67,53,32.8,0.51,0,0,1712,4,0
115862,154.37,19,Electronics,1.73,98,35.38,0.81,0,1,564,4,0
115863,26.96,5,Fuel,4.39,74,13.87,0.7,0,0,1227,2,0
115864,6.63,11,Fuel,13.24,47,9.47,0.71,0,1,462,3,0
115865,33.24,22,Online,5.34,16,23.37,0.73,0,0,1287,3,0
115866,22.64,13,Grocery,4.89,47,22.78,0.68,0,1,1067,4,0
115867,48.71,17,Restaurant,17.45,37,13.36,0.98,0,0,2177,3,0
115868,43.83,22,Grocery,21.05,23,45.66,0.7,0,0,2612,3,0
115869,42.81,18,Online,4.97,31,110.19,0.5,0,0,1059,4,0
115870,64.8,9,Online,11.5,58,54.34,0.6,0,2,2331,2,0
115871,13.58,9,Restaurant,26.03,63,22.66,0.94,0,0,1943,1,0
115872,58.57,6,Grocery,21.08,2,52.8,0.94,0,0,251,3,0
115873,27.23,9,Online,1.29,86,47.29,0.62,0,0,2590,2,0
115874,48.42,13,Online,8.04,4,15.74,0.5,0,2,902,4,0
115875,95.74,4,Restaurant,23.13,97,30.5,0.86,0,0,288,5,1
115876,13.44,21,Online,3.56,22,33.3,0.67,0,0,1279,4,0
115877,31.4,10,Grocery,3.93,57,71.27,0.95,0,0,2676,2,0
115878,36.35,6,Online,17.9,31,26.33,0.58,0,1,572,3,0
115879,25.46,19,Restaurant,6.01,76,26.58,0.69,1,0,2210,1,0
115880,90.91,17,Electronics,7.04,97,61.62,0.86,0,0,514,5,0
115881,21.15,10,Online,13.32,54,16.54,0.7,0,0,1535,3,0
115882,24.54,19,Restaurant,25.0,20,7.83,0.84,0,0,2013,2,0
115883,21.35,2,Restaurant,12.42,41,13.18,0.55,0,1,2919,2,0
115884,108.08,6,Grocery,40.3,9,68.96,0.88,1,1,2963,4,0
115885,25.97,3,Electronics,2.03,48,111.32,0.57,0,0,2983,2,0
115886,61.19,18,Fuel,25.25,23,32.13,0.93,0,0,366,4,0
115887,239.4,20,Travel,14.12,33,33.44,0.97,0,0,152,4,0
115888,37.81,17,Grocery,30.54,83,31.95,0.66,0,0,1310,2,0
115889,110.04,10,Fuel,6.85,33,34.17,0.71,0,1,1324,4,0
115890,182.04,13,Grocery,11.84,69,19.59,0.63,0,0,638,1,0
115891,101.95,9,Travel,31.23,63,40.04,0.86,0,0,955,1,0
115892,39.84,13,Electronics,32.08,53,28.52,0.78,0,0,2696,2,0
115893,72.09,3,Fuel,8.49,21,17.11,0.76,0,0,149,5,0
115894,12.7,22,Travel,31.09,64,29.12,0.68,0,0,1413,2,0
115895,20.04,11,Online,20.65,32,35.61,0.69,0,0,498,2,0
115896,23.47,11,Restaurant,9.48,64,38.11,0.72,0,0,2227,4,0
115897,303.86,1,Grocery,62.94,41,15.22,0.89,0,0,220,3,0
115898,19.47,5,Travel,0.56,83,55.01,0.54,0,1,825,3,0
115899,19.21,4,Travel,8.68,46,20.59,0.35,1,1,1904,3,0
115900,15.81,18,Fuel,6.6,22,45.12,0.84,0,1,107,6,0
115901,66.94,20,Online,49.41,18,27.97,0.87,1,0,990,2,0
115902,45.99,14,Fuel,1.89,100,77.25,0.7,0,1,1632,3,0
115903,107.56,9,Electronics,17.8,25,26.34,0.79,0,0,657,1,0
115904,74.01,6,Electronics,22.7,100,57.19,0.42,0,0,1352,4,0
115905,11.68,18,Restaurant,3.66,80,19.11,0.91,1,2,644,3,0
115906,19.56,7,Restaurant,2.92,90,15.91,0.35,0,2,289,4,0
115907,138.21,14,Online,0.88,77,13.15,0.9,0,0,1979,2,0
115908,33.68,22,Online,3.11,96,46.69,0.27,1,1,901,3,0
115909,117.78,3,Fuel,29.72,67,38.49,0.95,1,1,1375,5,0
115910,35.35,12,Grocery,51.87,100,34.0,0.82,0,0,2575,2,0
115911,16.93,4,Online,41.7,19,77.9,0.95,0,1,432,2,0
115912,30.79,10,Restaurant,8.18,78,25.21,0.54,1,0,1065,4,0
115913,16.92,15,Restaurant,23.3,21,104.73,0.27,0,0,1750,2,0
115914,24.31,19,Restaurant,31.58,96,73.02,0.84,0,1,497,2,0
115915,48.46,17,Fuel,30.13,50,35.47,0.56,1,0,142,2,0
115916,64.1,14,Restaurant,1.17,24,45.65,0.53,0,0,845,3,0
115917,9.67,0,Grocery,4.35,61,83.69,0.87,0,0,1442,3,0
115918,39.82,7,Travel,50.33,80,26.68,0.77,0,0,2656,1,0
115919,23.86,3,Fuel,24.24,72,30.86,0.61,0,0,1653,3,0
115920,22.57,8,Online,32.36,60,33.67,0.71,0,0,628,5,0
115921,45.58,18,Grocery,12.99,93,19.0,0.82,0,1,2007,2,0
115922,24.65,6,Online,8.99,51,10.22,0.77,0,0,1925,6,0
115923,140.32,14,Electronics,18.96,50,50.66,0.91,0,0,903,2,0
115924,117.83,2,Electronics,11.53,57,91.19,0.55,0,0,2522,1,0
115925,117.17,11,Restaurant,8.42,69,13.72,0.59,0,1,2658,3,0
115926,25.91,22,Travel,7.7,14,55.01,0.94,0,0,2377,4,0
115927,17.01,1,Grocery,3.09,24,23.71,0.84,0,0,2358,1,0
115928,43.55,18,Online,13.57,10,61.01,0.74,0,0,2400,3,0
115929,35.33,23,Fuel,13.21,69,17.45,0.81,0,1,278,2,0
115930,23.38,6,Restaurant,16.08,45,59.23,0.43,0,0,1769,4,0
115931,14.04,10,Grocery,2.22,54,36.37,0.72,0,2,2436,4,0
115932,38.96,18,Electronics,44.36,11,147.45,0.73,0,1,1564,3,0
115933,28.12,7,Grocery,24.39,97,25.68,0.47,0,0,2478,2,0
115934,75.15,12,Grocery,2.53,93,20.46,0.7,1,0,686,2,0
115935,73.6,8,Fuel,1.49,98,7.47,0.74,0,0,1979,3,0
115936,108.93,1,Restaurant,18.54,66,90.94,0.72,0,1,2275,2,0
115937,13.02,17,Grocery,7.52,41,91.2,0.87,0,0,129,1,0
115938,58.03,14,Electronics,6.92,55,21.42,0.72,0,1,612,2,0
115939,21.02,22,Fuel,32.99,48,26.46,0.47,0,0,552,4,0
115940,13.49,10,Restaurant,7.62,48,23.64,0.78,0,1,766,5,0
115941,27.5,23,Restaurant,18.0,41,17.24,0.62,0,0,704,3,0
115942,105.83,14,Restaurant,13.86,88,16.06,0.85,0,0,620,3,0
115943,28.93,20,Grocery,5.49,58,53.5,0.69,0,1,600,2,0
115944,165.49,17,Fuel,7.25,39,9.8,0.91,1,2,556,2,1
115945,66.29,13,Grocery,51.63,85,32.12,0.54,0,0,2302,2,0
115946,28.37,20,Online,7.25,72,22.12,0.54,0,0,1950,7,0
115947,114.9,18,Grocery,27.58,10,64.51,0.85,0,1,87,4,0
115948,60.39,12,Travel,35.55,53,61.39,0.56,0,0,1798,4,0
115949,17.47,15,Fuel,1.33,75,55.85,0.87,0,0,1494,3,0
115950,215.49,1,Online,19.58,60,35.36,0.79,0,0,833,2,0
115951,51.09,1,Electronics,24.9,78,24.33,0.78,0,1,566,3,0
115952,41.14,16,Restaurant,10.25,69,17.21,0.9,0,0,1041,3,0
115953,18.73,21,Grocery,15.16,50,104.72,0.54,0,1,1297,5,0
115954,116.93,21,Fuel,3.18,25,56.38,0.63,0,0,1036,4,0
115955,64.43,19,Online,6.9,26,33.73,0.78,0,0,85,5,0
115956,71.26,17,Travel,22.14,38,42.91,0.58,0,1,2332,5,0
115957,25.62,9,Electronics,16.61,44,20.22,0.58,0,0,996,4,0
115958,85.69,11,Electronics,2.64,45,45.47,0.48,0,3,322,2,0
115959,91.89,2,Online,79.68,98,31.69,0.8,0,0,1607,2,0
115960,22.16,5,Travel,49.99,94,22.93,0.78,0,0,2679,3,0
115961,11.3,19,Electronics,4.57,17,33.19,0.62,1,0,800,3,0
115962,68.25,4,Fuel,37.45,53,18.56,0.81,0,0,1699,6,1
115963,9.82,20,Grocery,5.6,36,16.24,0.97,0,2,2156,2,0
115964,46.38,7,Electronics,14.93,97,23.75,0.33,0,0,2802,2,0
115965,27.04,17,Electronics,27.42,95,23.28,0.79,0,0,178,3,0
115966,121.12,15,Electronics,7.59,18,11.24,0.67,0,0,1762,5,0
115967,28.4,13,Restaurant,14.58,12,41.07,0.94,1,1,2747,3,0
115968,109.57,5,Restaurant,10.77,70,125.26,0.83,0,0,2172,4,0
115969,25.46,10,Grocery,25.7,11,31.41,0.67,0,0,1256,3,0
115970,99.48,5,Grocery,11.72,26,20.92,0.84,0,0,2442,2,0
115971,258.35,4,Grocery,15.06,41,23.51,0.43,0,2,276,3,1
115972,15.47,14,Grocery,33.62,8,30.15,0.87,1,0,2556,2,0
115973,52.61,5,Grocery,21.59,96,8.87,0.66,0,0,1132,4,0
115974,480.06,20,Electronics,13.5,87,13.22,0.7,0,0,1921,2,0
115975,42.95,15,Electronics,11.13,5,29.78,0.21,1,1,1280,3,0
115976,42.76,17,Online,2.44,94,53.1,0.84,0,1,693,4,0
115977,82.24,20,Grocery,1.04,68,38.31,0.79,0,1,855,3,0
115978,41.97,0,Online,54.95,37,52.85,0.94,0,0,175,2,0
115979,8.7,2,Grocery,3.72,47,36.24,0.5,0,0,2437,4,0
115980,112.06,22,Restaurant,5.84,6,28.9,0.68,0,0,2432,6,0
115981,6.67,19,Online,16.99,22,29.72,0.62,0,1,364,2,0
115982,27.8,23,Restaurant,31.68,90,27.37,0.51,0,0,2323,8,0
115983,119.9,2,Grocery,32.23,29,25.09,0.73,0,1,1229,1,0
115984,29.34,6,Electronics,31.86,29,35.25,0.76,0,0,2768,4,0
115985,21.66,13,Online,68.77,69,17.71,0.55,0,0,636,2,0
115986,89.24,17,Travel,1.03,19,13.55,0.66,0,0,47,3,0
115987,18.8,23,Electronics,9.19,3,35.13,0.45,0,1,811,4,0
115988,13.46,14,Fuel,44.08,40,22.14,0.9,0,0,2851,2,0
115989,51.78,12,Restaurant,11.34,78,21.77,0.76,1,0,463,4,0
115990,34.31,18,Online,36.9,47,39.7,0.52,0,1,2009,3,0
115991,13.21,21,Grocery,0.32,60,12.54,0.79,0,0,734,1,0
115992,71.75,1,Electronics,12.63,40,16.98,0.7,0,0,2714,5,0
115993,61.44,6,Travel,46.02,87,54.25,0.84,0,0,2933,4,0
115994,29.26,12,Restaurant,5.45,27,32.79,0.67,0,1,1990,2,0
115995,31.12,3,Grocery,47.78,64,30.14,0.89,0,0,377,1,0
115996,61.77,5,Restaurant,0.15,13,33.05,0.98,0,1,2179,2,0
115997,118.08,17,Online,1.48,86,31.21,0.9,0,0,1330,2,0
115998,31.36,18,Electronics,11.66,11,27.86,0.56,0,0,532,1,0
115999,72.91,14,Online,2.02,79,27.01,0.93,0,2,1104,3,0
116000,67.27,2,Travel,4.6,93,22.22,0.77,0,1,885,2,0
116001,89.24,19,Restaurant,6.36,79,14.04,0.8,1,0,2762,2,0
116002,41.9,16,Grocery,11.82,25,54.5,0.74,0,0,2320,3,0
116003,17.79,15,Restaurant,8.91,85,41.48,0.86,0,0,156,1,0
116004,26.68,12,Electronics,45.95,43,21.52,0.79,0,1,1009,3,0
116005,55.07,21,Online,39.09,55,16.47,0.76,0,2,1683,2,0
116006,207.81,21,Restaurant,24.81,73,46.47,0.84,0,0,740,3,0
116007,26.16,19,Restaurant,19.38,89,41.55,0.86,0,0,2305,2,0
116008,83.46,7,Fuel,4.11,28,45.77,0.81,0,2,2217,3,0
116009,30.11,20,Grocery,16.58,87,28.65,0.84,0,0,1168,4,0
116010,44.68,13,Restaurant,2.86,29,38.08,0.79,0,0,1259,7,0
116011,158.2,3,Travel,10.85,94,220.08,0.62,0,1,1957,5,0
116012,80.47,6,Fuel,11.14,89,13.32,0.84,0,2,1763,7,0
116013,13.23,9,Online,21.06,84,21.0,0.87,0,0,2326,4,0
116014,24.16,14,Online,32.45,35,67.96,0.73,0,0,2050,6,0
116015,125.29,15,Grocery,6.96,1,55.73,0.86,0,0,84,2,0
116016,45.96,7,Electronics,0.76,46,26.92,0.89,0,0,2767,2,0
116017,14.38,1,Grocery,0.87,24,54.57,0.63,0,0,129,5,0
116018,19.35,16,Restaurant,37.4,93,78.47,0.86,0,0,2096,1,0
116019,76.18,5,Travel,11.99,89,37.59,0.61,0,1,393,4,0
116020,98.99,15,Electronics,5.13,19,139.22,0.43,0,0,55,2,0
116021,41.1,1,Restaurant,0.59,19,17.34,0.84,0,1,1539,4,0
116022,375.32,23,Online,13.54,33,37.3,0.71,0,0,972,3,0
116023,84.92,20,Grocery,2.65,53,31.28,0.85,0,1,63,3,0
116024,32.49,17,Fuel,9.71,87,18.19,0.88,0,1,2327,3,0
116025,19.41,10,Grocery,13.06,55,44.36,0.77,0,0,1238,3,0
116026,16.82,11,Grocery,4.69,52,19.04,0.89,0,0,180,2,0
116027,54.7,4,Online,3.99,99,36.15,0.93,0,2,2409,1,0
116028,26.05,1,Restaurant,0.36,92,48.22,0.91,0,0,2471,7,0
116029,182.43,21,Fuel,15.85,41,21.91,0.44,0,0,2904,2,0
116030,151.36,23,Restaurant,4.03,67,18.68,0.93,0,1,2926,2,0
116031,71.5,17,Fuel,37.9,44,18.48,0.62,0,0,2921,5,0
116032,14.0,21,Electronics,16.66,12,22.6,0.66,0,0,2660,2,0
116033,22.09,5,Restaurant,14.63,72,40.67,0.54,0,1,1617,4,0
116034,125.22,0,Fuel,12.65,34,20.26,0.41,0,0,117,4,0
116035,24.37,8,Travel,4.36,70,19.22,0.78,0,0,775,3,0
